commune,monitoring_id,name,area_km2,cafes,bars,restaurants,schools,childcare,metro,tram,train,parks_km2,cafes_density,bars_density,restaurants_density,schools_density,childcare_density,metro_density,tram_density,train_density,parks_share
City of Brussels,75,Houba,1.2091066852156902,4,14,16,12,1,2,6,2,0.26780775701288956,3.3082275111947195,11.578796289181518,13.232910044778878,9.924682533584159,0.8270568777986799,1.6541137555973597,4.962341266792079,1.6541137555973597,0.22149224736534795
City of Brussels,76,Mutsaard,1.4125255634910154,0,5,11,16,5,0,6,0,0.15864052901598627,0.0,3.5397589461267143,7.787469681478771,11.327228627605486,3.5397589461267143,0.0,4.247710735352057,0.0,0.1123098463605224
City of Brussels,77,Heembeek,1.9186008232124339,0,6,8,18,0,0,10,0,0.1881419771908962,0.0,3.1272789667388046,4.169705288985073,9.381836900216413,0.0,0.0,5.2121316112313405,0.0,0.0980620746716236
City of Brussels,78,Haren,1.9320169481028957,2,1,1,4,0,1,0,1,0.04695557290568939,1.035187606384022,0.517593803192011,0.517593803192011,2.070375212768044,0.0,0.517593803192011,0.0,0.517593803192011,0.024303913561315522
City of Brussels,105,Dries,1.0403518049883382,1,0,0,1,0,0,5,0,3.164334471457363,0.9612133080417056,0.0,0.0,0.9612133080417056,0.0,0.0,4.806066540208528,0.0,3.041600405059934
City of Brussels,106,Boondael,1.4456968672145276,1,1,13,5,0,0,7,0,3.1965147120059614,0.6917079386958439,0.6917079386958439,8.992203203045971,3.4585396934792194,0.0,0.0,4.841955570870907,0.0,2.2110546024525823
City of Brussels,110,Fort Jaco,1.2879884084633095,1,0,15,4,0,0,0,0,3.1597006516616397,0.776404502889194,0.0,11.64606754333791,3.105618011556776,0.0,0.0,0.0,0.0,2.453205813732018
City of Brussels,800,Industrie Nord,6.730293473344695,0,2,7,2,0,1,14,1,2.172164210969272,0.0,0.29716386186144683,1.0400735165150639,0.29716386186144683,0.0,0.14858193093072342,2.0801470330301277,0.14858193093072342,0.32274435276442565
City of Brussels,801,Industrie Otan,2.4289109250833394,1,0,3,3,0,0,11,0,0.001939713906650549,0.41170715223560067,0.0,1.2351214567068018,1.2351214567068018,0.0,0.0,4.528778674591607,0.0,0.0007985940886588892
City of Brussels,900,Domaine Royal Laeken,2.80060352072507,0,0,1,0,0,0,7,0,1.0052232687583145,0.0,0.0,0.3570658940474024,0.0,0.0,0.0,2.499461258331817,0.0,0.35893094517643986
City of Brussels,903,Cinquantenaire,0.378972039528976,0,0,2,0,0,0,0,0,0.8475267861754419,0.0,0.0,5.277434194052411,0.0,0.0,0.0,0.0,0.0,2.2363834208688114
City of Brussels,904,Parc Leopold,0.11768367641867483,0,0,2,2,0,0,0,0,0.19212440663927075,0.0,0.0,16.994710403885943,16.994710403885943,0.0,0.0,0.0,0.0,1.6325493261764141
City of Brussels,907,Bois de la Cambre,1.2584336091754318,2,2,2,0,0,0,0,0,3.262891457142278,1.5892773249360905,1.5892773249360905,1.5892773249360905,0.0,0.0,0.0,0.0,0.0,2.5928197032819513
Ixelles,34,Jourdan,0.5572466499649813,6,10,37,10,3,0,0,0,0.2607211174168198,10.767224891126855,17.945374818544757,66.3978868286156,17.945374818544757,5.383612445563427,0.0,0.0,0.0,0.4678738175154649
Ixelles,35,Quartier Europeen,0.9610667507434083,20,13,56,0,0,6,0,6,0.26320881312338873,20.810209056269525,13.52663588657519,58.26858535755466,0.0,0.0,6.243062716880857,0.0,6.243062716880857,0.27387152132751486
Ixelles,36,Matonge,0.48733032250489045,15,21,84,8,2,0,0,0,0.02405337403473398,30.779943925712672,43.09192149599774,172.36768598399095,16.415970093713426,4.1039925234283565,0.0,0.0,0.0,0.049357433600887
Ixelles,37,Flagey - Malibran,0.6412408539088316,6,19,44,6,2,0,5,0,0.021225657052293317,9.356858602232867,29.63005224040408,68.61696308304103,9.356858602232867,3.1189528674109557,0.0,7.797382168527389,0.0,0.03310091196296591
Ixelles,38,Hopital Etterbeek - Ixelles,0.6730165935258192,4,2,12,6,0,0,4,0,0.04262275061412625,5.94338986360601,2.971694931803005,17.83016959081803,8.915084795409015,0.0,0.0,5.94338986360601,0.0,0.06333090598975119
Ixelles,39,Etangs D’ixelles,0.811029777725698,4,2,29,4,0,0,17,0,0.22670672518950033,4.932001401005103,2.4660007005025517,35.757010157287,4.932001401005103,0.0,0.0,20.96100595427169,0.0,0.27952947156297364
Ixelles,40,Louise - Longue Haie,0.44815191792417264,7,4,13,6,0,0,1,0,0.002398739873673685,15.619703319409648,8.92554475394837,29.008020450332207,13.388317130922557,0.0,0.0,2.2313861884870927,0.0,0.005352515023888734
Ixelles,42,Chatelain,0.6595413908801065,16,28,64,2,0,0,13,0,0.016450411185581576,24.25928110235697,42.453741929124696,97.03712440942788,3.032410137794621,0.0,0.0,19.710665895665038,0.0,0.024942196825023803
Ixelles,43,Brugmann - Lepoutre,1.309791868278924,12,5,58,7,1,1,11,1,3.2387470241378704,9.161760956546544,3.81740039856106,44.281844623308295,5.3443605579854845,0.763480079712212,0.763480079712212,8.398280876834333,0.763480079712212,2.4727188361564707
Ixelles,105,Dries,1.0403518049883382,1,0,0,1,0,0,5,0,3.164334471457363,0.9612133080417056,0.0,0.0,0.9612133080417056,0.0,0.0,4.806066540208528,0.0,3.041600405059934
Ixelles,106,Boondael,1.4456968672145276,1,1,13,5,0,0,7,0,3.1965147120059614,0.6917079386958439,0.6917079386958439,8.992203203045971,3.4585396934792194,0.0,0.0,4.841955570870907,0.0,2.2110546024525823
Ixelles,107,Universite,1.2257139926041711,9,20,47,4,1,1,8,1,0.03082805164487543,7.34265909853771,16.317020218972687,38.34499751458581,3.2634040437945377,0.8158510109486344,0.8158510109486344,6.5268080875890755,0.8158510109486344,0.02515109710004833
Ixelles,701,Cimetiere D’ixelles,0.11786837677359367,0,0,0,0,0,0,0,0,0.00930982502092851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07898492603161233
Uccle,44,Churchill,1.0960508640971987,2,5,9,2,0,0,19,0,3.417243916506779,1.8247328344997669,4.561832086249417,8.211297755248951,1.8247328344997669,0.0,0.0,17.334961927747784,0.0,3.1177785889722496
Uccle,45,Moliere - Longchamp,0.5440483498963404,5,4,11,5,0,0,2,0,0.01789823224381797,9.190359645337898,7.352287716270318,20.218791219743377,9.190359645337898,0.0,0.0,3.676143858135159,0.0,0.03289823826729405
Uccle,46,Altitude 100,0.4650454648883541,2,0,6,5,0,0,5,0,0.0039024719178282602,4.300654776797255,0.0,12.901964330391765,10.751636941993137,0.0,0.0,10.751636941993137,0.0,0.008391592247362625
Uccle,108,Montjoie - Langeveld,1.1172111166617993,0,1,7,3,0,0,1,0,3.330855428700777,0.0,0.8950859735337907,6.265601814736534,2.685257920601372,0.0,0.0,0.8950859735337907,0.0,2.981401974098947
Uccle,109,Observatoire,1.9865344841573915,0,0,2,5,0,0,2,0,0.4098073161067722,0.0,0.0,1.0067783952153844,2.516945988038461,0.0,0.0,1.0067783952153844,0.0,0.20629257602874992
Uccle,110,Fort Jaco,1.2879884084633095,1,0,15,4,0,0,0,0,3.1597006516616397,0.776404502889194,0.0,11.64606754333791,3.105618011556776,0.0,0.0,0.0,0.0,2.453205813732018
Uccle,111,Vivier D’oie,2.504201241213183,0,0,0,3,0,0,0,0,0.01062488553688803,0.0,0.0,0.0,1.1979867874143466,0.0,0.0,0.0,0.0,0.004242824163660548
Uccle,112,Kriekenput - Homborch -,1.906387259672865,0,0,1,6,0,0,0,0,0.0041003154247245535,0.0,0.0,0.5245523935003633,3.14731436100218,0.0,0.0,0.0,0.0,0.0021508302701457233
Uccle,113,Saint - Job Kauwberg,2.1760454664416846,1,1,9,3,0,0,6,0,0.3059063718945809,0.45954922147615834,0.45954922147615834,4.1359429932854255,1.378647664428475,0.0,0.0,2.75729532885695,0.0,0.14057903504875083
Uccle,114,Dieweg,1.1903737203977525,0,0,5,2,0,0,6,0,0.004918696331843901,0.0,0.0,4.2003615455567145,1.6801446182226858,0.0,0.0,5.040433854668057,0.0,0.0041320605853095976
Uccle,115,Kalevoet - Moensberg,2.0944665147236807,2,1,4,13,1,0,21,0,0.09676254214857967,0.9548970995432011,0.47744854977160056,1.9097941990864022,6.206831147030807,0.47744854977160056,0.0,10.026419545203611,0.0,0.04619913542105274
Uccle,116,Globe,1.454143434581433,1,2,22,9,1,0,24,0,0.02228254903728446,0.6876900697817643,1.3753801395635286,15.129181535198814,6.1892106280358785,0.6876900697817643,0.0,16.504561674762343,0.0,0.015323487702365734
Uccle,117,Vossegat - Roosendaal,1.0063506066999965,0,1,0,3,0,0,1,0,0.011892232192634342,0.0,0.9936894690004497,0.0,2.981068407001349,0.0,0.0,0.9936894690004497,0.0,0.011817185892728873
Uccle,702,Cimetiere Saint - Gilles,0.24202082768768735,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uccle,906,Foret de Soignes,17.87501782113516,0,1,3,2,0,0,6,0,4.604190012922058,0.0,0.05594400016863841,0.16783200050591524,0.11188800033727682,0.0,0.0,0.33566400101183047,0.0,0.2575768068593549
Uccle,908,Parc Wolvendael,0.1621466361791109,0,1,0,2,0,0,4,0,0.40628802524300456,0.0,6.167257141834117,0.0,12.334514283668234,0.0,0.0,24.66902856733647,0.0,2.5056827253216
Etterbeek,30,Porte Tervueren,0.9214352834867068,7,6,17,10,1,2,6,2,0.04413861697720391,7.596843886324857,6.511580473992734,18.449478009646082,10.852634123321225,1.0852634123321225,2.170526824664245,6.511580473992734,2.170526824664245,0.04790202607630086
Etterbeek,31,Saint - Michel,0.7240183162392008,1,4,14,7,0,1,3,1,0.07310860957356663,1.3811805275788362,5.524722110315345,19.336527386103707,9.668263693051854,0.0,1.3811805275788362,4.143541582736509,1.3811805275788362,0.10097618794137392
Etterbeek,32,Saint - Pierre,0.8011083360609995,5,8,17,14,1,1,6,1,0.055681029110743935,6.241353104106609,9.986164966570575,21.22060055396247,17.475788691498504,1.248270620821322,1.248270620821322,7.489623724927931,1.248270620821322,0.06950499277603843
Etterbeek,33,Chasse,1.0599278549516267,1,10,11,11,0,0,6,0,0.044742996500085945,0.9434604396217499,9.434604396217498,10.378064835839249,10.378064835839249,0.0,0.0,5.660762637730499,0.0,0.0422132471479655
Etterbeek,34,Jourdan,0.5572466499649813,6,10,37,10,3,0,0,0,0.2607211174168198,10.767224891126855,17.945374818544757,66.3978868286156,17.945374818544757,5.383612445563427,0.0,0.0,0.0,0.4678738175154649
Etterbeek,100,Chaussee de Wavre - Saint - Julien,1.4037251630166165,2,4,24,8,1,3,0,3,0.110773246549774,1.4247803292932244,2.849560658586449,17.09736395151869,5.699121317172898,0.7123901646466122,2.1371704939398364,0.0,2.1371704939398364,0.07891377134803326
Etterbeek,903,Cinquantenaire,0.378972039528976,0,0,2,0,0,0,0,0,0.8475267861754419,0.0,0.0,5.277434194052411,0.0,0.0,0.0,0.0,0.0,2.2363834208688114
Woluwe-Saint-Lambert,30,Porte Tervueren,0.9214352834867068,7,6,17,10,1,2,6,2,0.04413861697720391,7.596843886324857,6.511580473992734,18.449478009646082,10.852634123321225,1.0852634123321225,2.170526824664245,6.511580473992734,2.170526824664245,0.04790202607630086
Woluwe-Saint-Lambert,88,Georges Henri,1.1500022489770685,1,4,25,4,0,0,0,0,0.019222666863406367,0.8695635168448618,3.478254067379447,21.739087921121545,3.478254067379447,0.0,0.0,0.0,0.0,0.016715329800880828
Woluwe-Saint-Lambert,89,Gribaumont,1.0096716611789438,1,2,7,2,0,3,13,3,0.0829156985424049,0.990420983819977,1.980841967639954,6.932946886739839,1.980841967639954,0.0,2.971262951459931,12.875472789659701,2.971262951459931,0.08212144772448929
Woluwe-Saint-Lambert,90,Roodebeek - Constellations,1.5402906601284998,1,1,19,9,0,2,4,2,0.3690212260545635,0.649228113813645,0.649228113813645,12.335334162459255,5.8430530243228045,0.0,1.29845622762729,2.59691245525458,1.29845622762729,0.23957895454860295
Woluwe-Saint-Lambert,91,Val D’or,1.6449940946012898,0,0,3,7,1,0,1,0,0.2309686763137793,0.0,0.0,1.8237147536551697,4.255334425195396,0.6079049178850565,0.0,0.6079049178850565,0.0,0.1404069942085482
Woluwe-Saint-Lambert,92,Kapelleveld,1.9173231833967803,6,7,17,11,3,3,4,3,0.6363238061051478,3.129362880477063,3.650923360556573,8.866528161351678,5.737165280874615,1.5646814402385314,1.5646814402385314,2.086241920318042,1.5646814402385314,0.3318813497982222
Woluwe-Saint-Lambert,93,Boulevard de la Woluwe,1.061600105462437,2,4,20,8,2,0,9,0,0.548872769195565,1.8839485694368807,3.7678971388737614,18.839485694368808,7.535794277747523,1.8839485694368807,0.0,8.477768562465963,0.0,0.517024034164422
Woluwe-Saint-Lambert,94,Stockel,1.5160569752302164,9,1,13,7,0,1,5,1,0.01590460440043892,5.93645235439343,0.6596058171548256,8.574875623012732,4.617240720083779,0.0,0.6596058171548256,3.2980290857741275,0.6596058171548256,0.01049076958207575
Woluwe-Saint-Pierre,31,Saint - Michel,0.7240183162392008,1,4,14,7,0,1,3,1,0.07310860957356663,1.3811805275788362,5.524722110315345,19.336527386103707,9.668263693051854,0.0,1.3811805275788362,4.143541582736509,1.3811805275788362,0.10097618794137392
Woluwe-Saint-Pierre,89,Gribaumont,1.0096716611789438,1,2,7,2,0,3,13,3,0.0829156985424049,0.990420983819977,1.980841967639954,6.932946886739839,1.980841967639954,0.0,2.971262951459931,12.875472789659701,2.971262951459931,0.08212144772448929
Woluwe-Saint-Pierre,92,Kapelleveld,1.9173231833967803,6,7,17,11,3,3,4,3,0.6363238061051478,3.129362880477063,3.650923360556573,8.866528161351678,5.737165280874615,1.5646814402385314,1.5646814402385314,2.086241920318042,1.5646814402385314,0.3318813497982222
Woluwe-Saint-Pierre,93,Boulevard de la Woluwe,1.061600105462437,2,4,20,8,2,0,9,0,0.548872769195565,1.8839485694368807,3.7678971388737614,18.839485694368808,7.535794277747523,1.8839485694368807,0.0,8.477768562465963,0.0,0.517024034164422
Woluwe-Saint-Pierre,94,Stockel,1.5160569752302164,9,1,13,7,0,1,5,1,0.01590460440043892,5.93645235439343,0.6596058171548256,8.574875623012732,4.617240720083779,0.0,0.6596058171548256,3.2980290857741275,0.6596058171548256,0.01049076958207575
Woluwe-Saint-Pierre,95,Sainte - Alix - Joli Bois,0.9836834477210354,2,0,2,1,0,0,0,0,0.0011403205661089633,2.03317439632997,0.0,2.03317439632997,1.016587198164985,0.0,0.0,0.0,0.0,0.0011592352893106206
Woluwe-Saint-Pierre,96,Saint - Paul,1.7819337491675329,1,1,9,9,2,0,5,0,0.07851192142537135,0.5611880915702789,0.5611880915702789,5.050692824132511,5.050692824132511,1.1223761831405579,0.0,2.805940457851395,0.0,0.044059955350219844
Woluwe-Saint-Pierre,97,Putdaal,0.7814937728036203,0,0,1,1,0,0,2,0,0.0,0.0,0.0,1.279600727223309,1.279600727223309,0.0,0.0,2.559201454446618,0.0,0.0
Woluwe-Saint-Pierre,99,Chant D’oiseau,1.564636787830564,1,0,1,5,0,0,0,0,1.8885736742849677,0.6391259669833935,0.0,0.6391259669833935,3.195629834916968,0.0,0.0,0.0,0.0,1.2070364757967604
Woluwe-Saint-Pierre,905,Parc de la Woluwe,1.3561335489879454,1,0,3,2,0,0,3,0,2.4268692018382523,0.737390503130226,0.0,2.2121715093906777,1.474781006260452,0.0,0.0,2.2121715093906777,0.0,1.7895503017747587
Woluwe-Saint-Pierre,906,Foret de Soignes,17.87501782113516,0,1,3,2,0,0,6,0,4.604190012922058,0.0,0.05594400016863841,0.16783200050591524,0.11188800033727682,0.0,0.0,0.33566400101183047,0.0,0.2575768068593549
Auderghem,97,Putdaal,0.7814937728036203,0,0,1,1,0,0,2,0,0.0,0.0,0.0,1.279600727223309,1.279600727223309,0.0,0.0,2.559201454446618,0.0,0.0
Auderghem,98,Auderghem Centre,0.7888606039069269,3,2,18,5,0,1,5,1,1.9802095547530114,3.802953253264442,2.535302168842961,22.81771951958665,6.3382554221074034,0.0,1.2676510844214806,6.3382554221074034,1.2676510844214806,2.5102147894644324
Auderghem,99,Chant D’oiseau,1.564636787830564,1,0,1,5,0,0,0,0,1.8885736742849677,0.6391259669833935,0.0,0.6391259669833935,3.195629834916968,0.0,0.0,0.0,0.0,1.2070364757967604
Auderghem,100,Chaussee de Wavre - Saint - Julien,1.4037251630166165,2,4,24,8,1,3,0,3,0.110773246549774,1.4247803292932244,2.849560658586449,17.09736395151869,5.699121317172898,0.7123901646466122,2.1371704939398364,0.0,2.1371704939398364,0.07891377134803326
Auderghem,101,Trois Tilleuls,1.0046188797419613,0,1,2,6,0,0,1,0,0.2629515400865715,0.0,0.9954023562217469,1.9908047124434938,5.972414137330481,0.0,0.0,0.9954023562217469,0.0,0.2617425825743104
Auderghem,102,Transvaal,1.2196647295208827,0,1,5,7,0,1,1,1,0.34898257661962573,0.0,0.8198974486970916,4.099487243485458,5.7392821408796415,0.0,0.8198974486970916,0.8198974486970916,0.8198974486970916,0.2861299242101684
Auderghem,104,Watermael Centre,1.7296011160163085,3,0,9,6,2,2,1,2,0.3066338272460911,1.7345039687010197,0.0,5.203511906103059,3.4690079374020395,1.156335979134013,1.156335979134013,0.5781679895670065,1.156335979134013,0.1772858634321093
Auderghem,802,Delta,0.24510721035596217,0,0,1,0,0,0,0,0,0.0,0.0,0.0,4.07984733924281,0.0,0.0,0.0,0.0,0.0,0.0
Auderghem,905,Parc de la Woluwe,1.3561335489879454,1,0,3,2,0,0,3,0,2.4268692018382523,0.737390503130226,0.0,2.2121715093906777,1.474781006260452,0.0,0.0,2.2121715093906777,0.0,1.7895503017747587
Auderghem,906,Foret de Soignes,17.87501782113516,0,1,3,2,0,0,6,0,4.604190012922058,0.0,0.05594400016863841,0.16783200050591524,0.11188800033727682,0.0,0.0,0.33566400101183047,0.0,0.2575768068593549
Watermael-Boitsfort,101,Trois Tilleuls,1.0046188797419613,0,1,2,6,0,0,1,0,0.2629515400865715,0.0,0.9954023562217469,1.9908047124434938,5.972414137330481,0.0,0.0,0.9954023562217469,0.0,0.2617425825743104
Watermael-Boitsfort,103,Boitsfort Centre,1.635224659363736,2,1,16,8,0,0,10,0,1.2674106812627621,1.2230735321580812,0.6115367660790406,9.78458825726465,4.892294128632325,0.0,0.0,6.115367660790406,0.0,0.7750682293134633
Watermael-Boitsfort,104,Watermael Centre,1.7296011160163085,3,0,9,6,2,2,1,2,0.3066338272460911,1.7345039687010197,0.0,5.203511906103059,3.4690079374020395,1.156335979134013,1.156335979134013,0.5781679895670065,1.156335979134013,0.1772858634321093
Watermael-Boitsfort,105,Dries,1.0403518049883382,1,0,0,1,0,0,5,0,3.164334471457363,0.9612133080417056,0.0,0.0,0.9612133080417056,0.0,0.0,4.806066540208528,0.0,3.041600405059934
Watermael-Boitsfort,106,Boondael,1.4456968672145276,1,1,13,5,0,0,7,0,3.1965147120059614,0.6917079386958439,0.6917079386958439,8.992203203045971,3.4585396934792194,0.0,0.0,4.841955570870907,0.0,2.2110546024525823
Watermael-Boitsfort,906,Foret de Soignes,17.87501782113516,0,1,3,2,0,0,6,0,4.604190012922058,0.0,0.05594400016863841,0.16783200050591524,0.11188800033727682,0.0,0.0,0.33566400101183047,0.0,0.2575768068593549
Saint-Gilles,11,Cureghem Bara,0.5911364838749665,7,4,15,3,0,1,4,1,0.017200426423134577,11.841596976241778,6.76662684356673,25.374850663375238,5.074970132675047,0.0,1.6916567108916825,6.76662684356673,1.6916567108916825,0.029097216788894226
Saint-Gilles,41,Berckmans - Hotel des Monnaies,0.4426943839896631,10,10,47,6,0,0,3,0,0.0033082589095931184,22.588947051637998,22.588947051637998,106.16805114269859,13.553368230982798,0.0,0.0,6.776684115491399,0.0,0.007473008534190861
Saint-Gilles,42,Chatelain,0.6595413908801065,16,28,64,2,0,0,13,0,0.016450411185581576,24.25928110235697,42.453741929124696,97.03712440942788,3.032410137794621,0.0,0.0,19.710665895665038,0.0,0.024942196825023803
Saint-Gilles,47,Haut Saint - Gilles,0.7658117045570966,21,19,36,9,0,1,15,1,0.42129975504244144,27.421884354908425,24.810276321107622,47.008944608414446,11.752236152103611,0.0,1.3058040169004013,19.587060253506017,1.3058040169004013,0.550134912453575
Saint-Gilles,48,Porte de Hal,0.5321576840581603,16,17,29,11,1,2,9,2,0.06932919642663227,30.066276367534957,31.945418640505892,54.49512591615711,20.670565002680284,1.8791422729709348,3.7582845459418697,16.91228045673841,3.7582845459418697,0.13027942375639018
Saint-Gilles,49,Bosnie,0.2002894917872192,7,1,8,3,1,0,1,0,0.0,34.94941216105618,4.992773165865168,39.94218532692135,14.978319497595505,4.992773165865168,0.0,4.992773165865168,0.0,0.0
Saint-Gilles,50,Bas Forest,0.815931482110265,6,3,7,3,0,0,10,0,0.0063299057567713,7.353558640098115,3.6767793200490577,8.579151746781134,3.6767793200490577,0.0,0.0,12.255931066830192,0.0,0.007757888861452066
Saint-Gilles,804,Gare du Midi,0.2445352855811859,7,0,2,0,0,2,6,2,0.0,28.6257256631211,0.0,8.178778760891742,0.0,0.0,8.178778760891742,24.53633628267523,8.178778760891742,0.0
Forest,43,Brugmann - Lepoutre,1.309791868278924,12,5,58,7,1,1,11,1,3.2387470241378704,9.161760956546544,3.81740039856106,44.281844623308295,5.3443605579854845,0.763480079712212,0.763480079712212,8.398280876834333,0.763480079712212,2.4727188361564707
Forest,45,Moliere - Longchamp,0.5440483498963404,5,4,11,5,0,0,2,0,0.01789823224381797,9.190359645337898,7.352287716270318,20.218791219743377,9.190359645337898,0.0,0.0,3.676143858135159,0.0,0.03289823826729405
Forest,46,Altitude 100,0.4650454648883541,2,0,6,5,0,0,5,0,0.0039024719178282602,4.300654776797255,0.0,12.901964330391765,10.751636941993137,0.0,0.0,10.751636941993137,0.0,0.008391592247362625
Forest,47,Haut Saint - Gilles,0.7658117045570966,21,19,36,9,0,1,15,1,0.42129975504244144,27.421884354908425,24.810276321107622,47.008944608414446,11.752236152103611,0.0,1.3058040169004013,19.587060253506017,1.3058040169004013,0.550134912453575
Forest,50,Bas Forest,0.815931482110265,6,3,7,3,0,0,10,0,0.0063299057567713,7.353558640098115,3.6767793200490577,8.579151746781134,3.6767793200490577,0.0,0.0,12.255931066830192,0.0,0.007757888861452066
